Material ID,Description
"P-01785675","J-D-RING ADHESIVE"
"P-01785676","J-D-RING FASTENER COLLECTOR"
"P-01788757","J-BODYSIDE OTR RH"
"P-01788778","J-BODYSIDE OTR RH ADHESIVE"
"P-01788819","J-BODYSIDE OTR RH FASTENER COLLECTOR"
"P-01789618","GUSSET ASSEMBLY  VERTICAL RH - SHOCK TOW"
"P-01789619","GUSSET  VERTICAL RH - SHOCK TOWER  FORWA"
"P-01789620","GUSSET ASSEMBLY  VERTICAL RH - SHOCK TOW"
"P-01789621","GUSSET  VERTICAL LH - SHOCK TOWER  FORWA"
"P-01789955","Front Quarter Encapsulation RH"
"P-01790605","BRACKET ASSEMBLY  RH - GUSSET  SHOCKTOWE"
"P-01790606","BRACKET ASSEMBLY  LH - GUSSET  SHOCKTOWE"
"P-01790607","BRACKET  RH - GUSSET  SHOCKTOWER"
"P-01790608","BRACKET  LH - GUSSET  SHOCKTOWER"
"P-01790646","Rear Quarter Encapsulation RH"
"P-01790767","BATT_ENCL_MISC_ASSY"
"P-01790848","Front Quarter Encapsulation LH"
"P-01791056","S-BATTERY ENCLOSURE SEALER"
"P-01791157","BATT_ENCL_STRUCTURAL_ASSY"
"P-01791688","Exterior Mirror LH Flat GL"
"P-01791692","J-BSI_LH_LOAD_2 FASTENER COLLECTOR"
"P-01791693","J-BSI_LH_LOAD_2 ADHESIVE"
"P-01791694","J-BSI_LH_LOAD_2"
"P-01791695","J-ROOF BOWS FASTENER COLLECTOR"
"P-01791697","J-ROOF BOWS"
"P-01791698","J-BODYSIDE OTR LH"
"P-01791699","J-BODYSIDE OTR LH ADHESIVE"
"P-01791700","J-BODYSIDE OTR LH FASTENER COLLECTOR"
"P-01791700A","P-01791700A"
"P-01791701","FASTENER COLLECTOR ROOF BOWS"
"P-01791702","FASTENER COLLECTOR BODYSIDE OTR RH"
"P-01791703","FASTENER COLLECTOR BODYSIDE OTR LH"
"P-01795223","NUT, TWIST LOCK"
"P-01796388","BRACKET_FENDER_SUPPORT_AFT_RH"
"P-01798231","J-Body Shell"
"P-01798234","NUT PLATE - ROOF BOW"
"P-01798235","NUT PLATE - ROOF BOW ASSY"
"P-017_KMAT","Test KMAt"
"P-01800334","MAGNA-BULB .1875"" SHANK --SPACE RESERVAT"
"P-01801159","NUT PLATE - ROOF BOW ASSY"
"P-01801160","NUT PLATE - ROOF BOW"
"P-01802942","Rear Quarter Glass RH (Tint)"
"P-01807548","Roof Shade Assembly"
"P-01808203","BATT_ENCL_VENT_PROTECTOR-LH"
"P-01810143","NUT PLATE - ROOF BOW ASSY"
"P-01812572","BOLT M06x1.00x24.00 HEX FLANGE SEMS BOLT"
"P-01813177","AERO_PNL_FRT_CHASSIS_ASSY"
"P-01815166","FWD_SKID_PLATE_ASSY-RH"
"P-01815167","FWD_SKID_PLATE_ASSY-LH"
"P-01817543","BATT_ENCL_VENT_SPACER"
"P-01819534","BATT_ENCL_VENT_PROTECTOR_ASSY-RH"
"P-01819535","BATT_ENCL_VENT_PROTECTOR_ASSY-LH"
"P-01820221","BATT_ENCL_SKID_PLATE_CLIP_RR_ASSY-LH"
"P-01820222","BATT_ENCL_SKID_PLATE_CLIP_RR_ASSY-RH"
"P-01828378","SIDE RAIL_BAFFLE RR"
"P-01828379","SIDE RAIL_BAFFLE RR - OPP"
"P-01829310","NUT, FLANGED HEX, M8 x 17.9MM OD"
"P-01829311","NUT, FLANGED HEX, M6 x 14.2MM OD"
"P-01829312","SCREW M06x1.00x32.00 HEX CAP SCREW WITH"
"P-01829313","NUT, FLANGED HEX, M6 x 14.2MM OD"
"P-01829314","NUT, FLANGED HEX, M6 x 14.2MM OD"
"P-01829315","NUT, FLANGED HEX, M6 x 14.2MM OD"
"P-01832245","PNL_TAIL LAMP MTG INR LWR LH"
"P-01832246","RAIL_SHOTGUN UPPER_LH"
"P-01833359","REINF_B PLR OTR LH"
"P-01835212","Front Roof Rack Closeout RH"
"P-01835213","Front Roof Rack Closeout LH"
"P-01835214","Rear Roof Rack Closeout RH"
"P-01835215","Rear Roof Rack Closeout LH"
"P-01835637","MODULE, RL MID RANGE RADAR"
"P-01837998","PANEL CLIP 10.8 M03-0900-16 FF-101-160"
"P-01840199","REINF_ROOF RAIL INNER C_PLR CAP LH"
"P-01840648","SCREW M5x0.8x13.25 CLASS 8.8 HEX CAP W/F"
"P-01840790","SCREW M5x0.8x13.25 CLASS 8.8 HEX CAP W/F"
"P-01841524","BRACKET, LH - COWL PANEL, LH"
"P-01841659","SCREW M5x0.8x13.25 CLASS 8.8 HEX CAP W/F"
"P-01841775","SCREW, ADJUSTABLE, PIVOT RETAINER"
"P-01842129","REINF_REAR_CHARGE_PORT_CASTING_FLOATING_"
"P-01846806","SCREW M5x0.8x13.25 CLASS 8.8 HEX CAP W/F"
"P-01850374","BOLT M10-1.50x28.00 TORX PLUS PAN FLANGE"
"P-01850375","BOLT M10-1.50x28.00 TORX PLUS PAN FLANGE"
"P-01850376","BOLT M10-1.50x28.00 TORX PLUS PAN FLANGE"
"P-01850377","ASSY_SEAT_2R LH_V1"
"P-01858683","SHAFT, LINEAR, 90x8 OD, ENDS TAPPED 4x2."
"P-01858684","BOLT M08x1.25x25 CLASS 10.9 HEX FLANGE A"
"P-01866608","Foam Seal B"
"P-01868195","4.8x13.0 SIX LOBE SOCKET PAN HEAD TAPPIN"
"P-01868215","FRONT SUBFRAME BRACE LH"
"P-01868216","FRONT SUBFRAME BRACE RH"
"P-01868255","INSTRUMENT PANEL - SPEAKER CARRIER ASY"
"P-01868255 B.1","INSTRUMENT PANEL - SPEAKER CARRIER ASY"
"P-01868260","INSTRUMENT PANEL - SPEAKER CARRIER ASY"
"P-01869759","DOOR TRIM FRT- NVH PAD RR RH DF91"
"P-01869760","REAR CONSOLE - MOUNTING BRACKET"
"P-01872169","INSTRUMENT PANEL - CVR PROPELLER BRKT LH"
"P-01872514","NUT, FLANGED HEX, M6 x 14.2MM OD"
"P-01875033","Interior Camera Module"
"P-01885200","REINF_UMH EXTRUSION RH"
"P-01885201","AERO_DIFFUSER_PNL_FRT_ASSY"
"P-01886284","CONFIG_BATTERY ENCLOSURE"
"P-01886285","VARIANT_BATTERY ENCLOSURE"
"P-01886286","SOLUTION_BATTERY ENCLOSURE"
"P-01887082","INTERIM-- NUT M5x0.8 HEX FF-101-456_A_IN"
"P-01887083","NVH BAFFLE-ROOF QUARTER PNL"
"P-01887084","GUSSET_COWL SIDE INR RH ASSY"
"P-01889004","INTERIM-- WASHER M5 FLAT FF-101-456_A_IN"
"P-01889005","INTERIM-- NUT M5x0.8 HEX FF-101-456_A_IN"
"P-01897354","VARIANT_BODY SEALANT"
"P-01897355","CONFIG_BODY SYSTEMS HOOD PAINT SHOP SEAL"
"P-01897356","SOLUTION_LIFTGATE PAINT SHOP SEALER"
"P-01897357","VARIANT_ROCKER SILLS"
"P-01897358","DF91 SYSTEM-BODY"
"P-01897359","SOLUTION_HOOD PAINT SHOP SEALER"
"P-01897360","SOLUTION_DOOR FRONT PAINT SHOP SEALER"
"P-01897361","CONFIG_BODY SEALANT"
"P-01897362","DF91 SUBSYSTEM-PAINT SEALER"
"P-01912368","DOOR TRIM FRT- NVH PAD FRT LH DF91"
"P-01924963","SCREW, FLANGED BUTTON HEAD, HEXALOBULAR"
"P-01940738","INSTRUMENT PANEL - PROPELLER BRKT LH DF9"
"P-01940740","AR Film, IPC"
"P-01940741","IPC ASSEMBLY, WITH BLOWER"
"P-01940742","INSTRUMENT PANEL - PROPELLER TRIM PNL DF"
"P-01943766","SOLUTION_PROPELLER_ASSY-GAMMA RUNNER-B"
"P-01943767","BOLT M8-1.25x20 HEX FLANGE BOLT FF-101-7"
"P-01943768","SCREW, M6-1x8 HEXALOBULAR SOCKET, FLANGE"
"P-01950202","CONFIG_HOOD LATCH BRACKET ASSY"
"P-01950203","VARIANT_HOOD LATCH BRACKET ASSY"
"P-01956226","1R DRIVER PLASTICS ELEMENTS"
"P-01956228","1R PASSENGER LEATHER PERFORATED TRIM"
"P-01957076","CONFIG_BODY SYSTEMS DOOR FRONT PAINT SHO"
"P-01957077","CONFIG_BODY SYSTEMS LIFTGATE PAINT SHOP"
"P-01957078","VARIANT_BODY SYSTEMS DOOR FRONT PAIN SHO"
"P-01957079","VARIANT_BODY SYSTEMS HOOD PAINT SHOP SEA"
"P-01957080","CONFIG_BODY SYSTEMS DOOR REAR PAINT SHOP"
"P-01957081","DF91 SUBSYSTEM-SWITCHES AND CONTROLS"
"P-01957082","VARIANT_EXTERIOR FUNCTIONAL LIGHTING REA"
"P-01957083","CONFIG_EXTERIOR FUNCTIONAL LIGHTING REAR"
"P-01957084","CONFIG_EXTERIOR FUNCTIONAL LIGHTING TAIL"
"P-01962397","SCREW M4.2x19.00 HEX HEAD TAPPING SCREW"
"P-01965167","BOLT M08x1.25x25 CLASS 10.9 HEX FLANGE A"
"P-01965168","SCREW M4.2x19.00 HEX HEAD TAPPING SCREW"
"P-01965169","SCREW M4.2x19.00 HEX HEAD TAPPING SCREW"
"P-01965171","SHAFT, LINEAR, 90x8 OD, ENDS TAPPED 4x2."
"P-01965175","NUT, FLANGED HEX, M8 x 17.9MM OD"
"P-01965176","SCREW M4.2x19.00 HEX HEAD TAPPING SCREW"
"P-01969876","COWL LEAF SCREEN"
"P-01969877","FOAM PAD"
"P-01969879","PANEL CLIP 16.7 71021-00C FF-101-162"
"P-01969880","QUARTER PANEL CARRIER FR-LH"
"P-02115685","SUBFRAME BRACE ASSY RH"
"P-02115685 A.1","SUBFRAME BRACE ASSY RH"
"P-02115686","SUBFRAME BRACE ASSY LH"
"P-02115686 A.1","SUBFRAME BRACE ASSY LH"
"P-02200458","Manufacturing Assembly - FF 91 MBOM MAST"
"P-02200458 A.1","Manufacturing Assembly - FF 91 MBOM MAST"
"P-0321321","P-0321321_Rev B Vamsi"
"P-0321322","P-0321322_Rev A"
"P-0321323","P-0321323_Rev B"
"P-0324321","test material"
"P-0324321_A","P-0324321_A Rev B Vamsi Krishna"
"P-0324321_B","test material"
"P-0324321_M","P-0324321_M VK"
"P-0324321_S","P-0324321_S VK"
"P-0324321_V","P-0324321_V Rev B Vamsi"
"P-09867910","ABC12345679"
"P-09867919","ABC12345679"
"P-10021989","Rectangle box with Initial Revision"
"P-10021990","B Revision Assembly for DEMO-Drum,Rectan"
"P-10021991","Drum in Initial Revision"
"P-10021992","Rectangle Added in Initial revision of A"
"P-10021993","Added new Geometry to B revision"
"P-12093","Dummy Material Creation"
"P-12178910","P-12178910"
"P-12178911","P-12178911"
"P-12178912","P-12178912"
"P-12178913","P-12178913"
"P-123","TEST"
"P-1290","DUMMY"
"P-1291","Testing Material"
"P-12AB","Non-Valuated FERT"
"P-156278","Front Axle _ Rev A"
"P-156279","Thrust Washer_Rev A"
"P-156280","Front Axle_Rev B"
"P-156281","Oil Pressure Pump_Rev B"
"P-16892865","CONFIG_WINDSHIELD SAP ABAP LAB"
"P-5432100","P-5432100 Rev B"
"P-5432101","P-5432101 Rev C"
"P-787778","Front Axle Assembly"
"P-798251","Thrust Fan_Rev B"
"P-TEST01","Configurable Header"
"P-TEST02","Level 1 Phantom"
"P-TEST03","LEVEL 2 PHANTOM"
"P-TEST04","LEVEL 3 CONFIGURABLE MATERIAL"
"P-TEST05","LEVEL 4 BUY MATERIAL"
"P-TEST06","LEVEL 5 MAKE MATERIAL"
"P-TEST07","LEVEL 6 BUY MATERIAL"
"P-TEST11","Test-001"
"P-V100","Main Car- Hector"
"P-V101","Green Paint"
"P-V102","Red Colour Paint"
"P-V103","Black Colour Paint"
"P-V104","1.2 Lt Engine"
"P-V105","1.5 Lt Engine"
"P-V106","2.0 Lt Engine"
"P-V107","MRF Tyre"
"P-V108","CEAT Tyre"
"P-V109","Bridgestone Tyre"
"P-V110","JBL Speakers Set"
"P-V111","Harman Speakers Set"
"P-V112","Speaker"
"P-V113","JBL Speakers"
"P-V114","Harman Speakers"
"P-V115","Harman Speakers"
"P-V116","Harman Speakers Set"
"P-VV896155","P-VV896155"
"P0000121","System-1"
"P01","KMAT"
"P011","Halb1 VC"
"P012","Halb2 VC"
"P012-A","Halb 3 VC"
"P012-A-1","Test KMAt 3"
"P012-A-1-P","Test HALB AT 4TH LEVEL"
"P012-A-1-Q","Test HALB AT 4TH LEVEL"
"P012-A-1-R","Test HALB AT 4TH LEVEL"
"P012-A-1-S","Test HALB AT 4TH LEVEL"
"P012-B","Halb 4 VC"
"P1","Door Component 1"
"P1001","Pharmacy Materials"
"P1002","Test Material"
"P123456","TEST VP"
"P123456789","John Wayne (jwayne)"
"P1234589","AIR PROTECTOR-RAD UPR"
"P1N11","Door Component 1 with Color"
"P2","Door Component 2"
"P2MATERIAL","Testing Material"
"P2MATERIAL_932071","Test material 2"
"P2X11","Door Component 2 with Color"
"P3","Door Component 3"
"P3N11","Door Component 3 with color"
"P4","P4"
"P4N11","Door Component 4 with color"
"P5","Door Component 5"
"P5X11","Door Component 5 with Color"
"P6","Door Component 6"
"P6X11","Door Component 6 with color"
"P800101","Metalized Polypropylene film"
"P800102","Plastic"
"P800105","Aluminium"
"PA-01","raw mat"
"PA-02","raw mat"
"PA0150086S01","77267AIA PLC & SCADA System- L3P3"
"PA0150086S02","77267AIA PLC & SCADA System- L3P3"
"PACK_1","Packaging_2"
"PACK_1W","Packaging_2"
"PADY_KMAT","pady KMAT"
"PADY_MATVAR","PADY_MATVAR"
"PAINT","PULSAR PAINT"
"PAINT      BLK","PULSAR BLACK COLOR"
"PAINT      RED","PULSAR RED COLOR"
"PAINT      SLR","PULSAR SILVER COLOR"
"PAINTCAR","PAINT FOR CAR"
"PAINTCAR   BLU","BLUE COLOR FOR CAR"
"PAINTCAR   RED","RED COLOR FOR CAR"
"PAINTCAR   WHT","WHITE COLOR FOR CAR"
"PAINTEDBODY_VAR02","Painted Body Variant02"
"PAINTED_BODY_001","Paint_Body"
"PAINTED_BODY_002","Paint_Body"
"PAINTED_BODY_01","Paint_Body"
"PAINTED_BODY_VAR01","Painted Body Variant01"
"PAINT_BODY","Paint Body"
"PAINT_BODY  BLU","Blue Painted Body Assy"
"PAINT_BODY  GRN","Green Painted Body Assy"
"PAINT_BODY  SLR","Blue Painted Body Assy"
"PAINT_BODY -AA0NER","Fuji White Color Car Body"
"PAINT_BODY -AA0PEC","Narvik Black Car Body"
"PAINT_BODY -AA8CAH","Firenze Red Car Body"
"PAINT_BODY -AA8PAB","Santorini Black Car Body"
"PAINT_BODY BLU","Blue Painted Body Assy"
"PAINT_BODY GRN","Green Painted Body Assy"
"PAINT_BODY SLR","Silver Painted Body Assy"
"PART A","Finished Assembly A"
"PART B","Sem product B"
"PART C","Sem product C"
"PART D","Sem product D"
"PART E","Sem product E"
"PART F","Sem product F"
"PARTTEST","PartTestPartTestPartTest"
"PART_1001","test part update"
"PART_1002","update description"
"PART_1003","test Part update 2"
"PART_1004","test part create"
"PART_1005","test part update 1"
"PART_1006","test create"
"PART_1010","test part updated"
"PART_1011","Part_1011 created"
"PART_1234","test"
"PCB ASSEMBLY","DOSING PUMP PCB ASSMBLY"
"PEDAL_1","Pedals for Bike"
"PEN","pen"
"PEN CAP","pen cap"
"PEN REFILL","pen refill"
"PEN1","PEN"
"PEN2","PEN 2"
"PEN3","pen 3"
"PEN4","ABC DATA"
"PEN5","PEN 5"
"PEN6","PEN 6"
"PETROL_ENGINE","PETROL ENGINE"
"PHANTOM 1","phantom"
"PHANTOM 2","phantom"
"PIPPIPE00006967","REINF_ROOF RAIL OUTER AFT RH"
"PIPPIPE00006973","REINF_ ASSY ROOF RAIL INNER RH"
"PIPSPO00000017","REINF_BOW B PLR"
"PIPSPO00000020","REINF_RR HEADER LWR"
"PIPSPO00000022","MAGNA-BULB .1875"" SHANK --SPACE RESERVAT"
"PIPSPO00000024","PNL_QTR INR AFT LH"
"PIPSPO00000025","PNL_RR CLOSURE INR UPR LH"
"PIPSPO00000026","NUT PLATE - ROOF BOW ASSY"
"PIPSPO00000028","PNL_RR CLOSURE INR UPR RH"
"PIPSPO00000032","PNL RR CLOSURE INR CTR"
"PIPSPO00000033","REINF_ASSY ROOF RAIL OUTER FWD RH"
"PIPSPO00000034","REINF_FRT HDR UPR"
"PIPSPO00000315","REINF_ASSY ROOF RAIL OUTER MID RH"
"PIPSPO00000317","PNL_RR CLOSURE INR LWR RH"
"PIPSPO00000369","RAIL ASSY  L-BRACKET  LH"
"PIPSPO00000370","SCREW, M8-1.25x23.0, LOW PROFILE EXTERNA"
"PIPSPO00000371","CROSSMEMBER, FR SEAT RR"
"PIPSPO00000373","POST SEAT MOUNT"
"PIPSPO00000374","CAP FRONT SEAT AFT"
"PIPSPO00000375","CROSSMEMBER  AFT FR SEAT RR"
"PIPSPO00000376","TORQUE BOX, REAR LOWER AFT, RH"
"PISTON ASSEMBLY","Car Piston Assembly"
"PISTON ASSEMBLY 2","Car_HS Piston Assembly"
"PISTON ASSEMBLY 4","Car_HS Piston Assembly"
"PISTON ASSEMBLY 6","Car_HS Piston Assembly"
"PISTON ASSEMBLY_P","Car Piston Assembly"
"PISTON HEAD","CAR Engine Piston Head"
"PISTON HEAD 2","CAR_HS Engine Piston Head"
"PISTON HEAD 4","CAR_HS Engine Piston Head"
"PISTON HEAD 6","CAR_HS Engine Piston Head"
"PISTON HEAD_P","CAR Engine Piston Head"
"PISTON PIN","CAR Engine Piston PIN"
"PISTON PIN 2","CAR_HS Engine Piston PIN"
"PISTON PIN 4","CAR_HS Engine Piston PIN"
"PISTON PIN 6","CAR_HS Engine Piston PIN"
"PISTON PIN_P","CAR Engine Piston PIN"
"PISTON ROD","CAR Engine Piston Rod"
"PISTON ROD 2","CAR_HS Engine Piston Rod"
"PISTON ROD 4","CAR_HS Engine Piston Rod"
"PISTON ROD 6","CAR_HS Engine Piston Rod"
"PISTON ROD_P","CAR Engine Piston Rod"
"PISTON_ASSY_150","PISTON ASSEMBLY FOR 150CC"
"PISTON_ASSY_220","PISTON ASSEMBLY FOR 220CC"
"PISTON_HEAD_150","PISTON HEAD FOR 150CC"
"PISTON_HEAD_220","PISTON HEAD FOR 220CC"
"PISTON_PIN_150","PISTON PIN FOR 150CC"
"PISTON_PIN_220","PISTON PIN FOR 220CC"
"PISTON_ROD_150","PISTON ROD FOR 150CC"
"PISTON_ROD_220","PISTON ROD FOR 220CC"
"PLM000120","test"
"PLM001001","Test Top Assembly"
"PLM001002","Child1"
"PLM001003","Child2"
"PLM001004","Asm"
"PLM001005","Child1"
"PLM001006","Child2"
"PLM001007","Asm"
"PLM001008","Child1"
"PLM001009","Child2"
"PLM001231","Part1"
"PLM001232","Part2"
"PLM001233","test"
"PLM001234","Part1"
"PLM0012345","test"
"PLM001235","testA"
"PLM001236","TeestB"
"PLM001237","Test1237"
"PLM001238","Test1238"
"PLM001239","test"
"PLM001240","change diameter"
"PLM001241","Comp1"
"PLM001242","Comp2"
"PLM001243","Comp3"
"PLM001244","Comp4"
"PLM001245","Comp5"
"PLM0012452","Paredxt2"
"PLM001301","TPOP BOMline"
"PLM001303","Child2"
"PLM001304","child3"
"PLM001305","Top assembly"
"PLM001306","Child1"
"PLM001307","CHild2"
"PLM001308","TOP Assembly"
"PLM001309","Child 1"
"PLM001310","Child 2"
"PLM001311","Aseembly"
"PLM001312","Test child 1"
"PLM001313","Child 2 test"
"PLM_01","Test PLM"
"PLM_02","PLM 02 Test"
"PLM_MAT01","Testing Mat01"
"PLM_MAT02","Testing Mat01"
"PLM_MAT03","Testing Mat01"
"PLM_MAT04","Testing Mat01"
"PLM_MAT_0001","PLM MATERIAL TESTING CUSTOM FM"
"PLM_MAT_S25","Testing"
"PMAT","Test Material"
"PMAT-123","MATERIAL FOR PROJECT"
"PMAT-126","MATERIAL FOR PROJECT"
"PMAT-130","MATERIAL FOR PROJECT"
"PMAT-132","MATERIAL FOR PROJECT"
"PMAT-135","MATERIAL FOR PROJECT"
"PMAT-138","MATERIAL FOR PROJECT"
"PMAT-139","PROJECT MATERIAL"
"PMAT-140","MATERIAL FOR PROJECT"
"PMAT-141","PROJECT MATERIAL"
"PMAT-142","MATERIAL FOR PROJECT"
"PMAT-143","PROJECT MATERIAL"
"PMAT0","Material5"
"PMAT1","Material1"
"PMAT10","MATERIAL1"
"PMAT11","MATERIAL1"
"PMAT12","MATERIAL1"
"PMAT13","MATERIAL1"
"PMAT14","MATERIAL1"
"PMAT15","MATERIAL1"
"PMAT16","MATERIAL1"
"PMAT17","MATERIAL1"
"PMAT18","MATERIAL1"
"PMAT19","MATERIAL1"
"PMAT2","MATERIAL1"
"PMAT22","MATERIAL1"
"PMAT23","MATERIAL1"
"PMAT24","MATERIAL1"
"PMAT25","MATERIAL1"
"PMAT26","MATERIAL1"
"PMAT3","MATERIAL1"
"PMAT31","MATERIAL1"
"PMAT32","MATERIAL1"
"PMAT33","MATERIAL1"
"PMAT34","MATERIAL1"
"PMAT35","MATERIAL1"
"PMAT4","MATERIAL1"
"PMAT41","MATERIAL1"
"PMAT42","MATERIAL1"
"PMAT43","MATERIAL1"
"PMAT44","MATERIAL1"
"PMAT45","MATERIAL1"
"PMAT5","MATERIAL1"
"PMAT6","Material1"
"PMAT7","Material2"
"PMAT8","Material3"
"PMAT9","Material4"
"PMATERIAL","TEST MATERIAL"
"PMATERIAL2","TEST MATERIAL"
"PMATERIAL5","Test Material"
"PMATERIAL_932071","Test material"
"PMAT_54","Material4"
"PMAT_55","Material5"
"PMRPP_RAW_2","RAW Material PMRP TEST"
"PMRP_FINISH","Finished Material pMRP TEST"
"PMRP_RAW_1","RAW Material PMRP TEST"
"POLAR_WHITE","POLAR WHITE"
"PPDS_FERT","PPDS Finish material"
"PPDS_FERT_2","PPDS Finish material"
"PPDS_FERT_3","PPDS Finish material"
"PPDS_FERT_4","PPDS Finish material"
"PPDS_FERT_5","PPDS Finish material"
"PPDS_FERT_6","PPDS Finish material"
"PPDS_H3_ROH","PPDS HALB Raw material"
"PPDS_H3_ROH_2","PPDS HALB Raw material"
"PPDS_H4_ROH1","PPDS HALB Raw material"
"PPDS_H5_ROH1","PPDS HALB Raw material"
"PPDS_HALB","PPDS Semi-Finish material"
"PPDS_HALB_2","PPDS Semi-Finish material"
"PPDS_HALB_3","PPDS Semi-Finish material"
"PPDS_HALB_4","PPDS Semi-Finish material"
"PPDS_HALB_5","PPDS Semi-Finish material"
"PPDS_HALB_6","PPDS Semi-Finish material"
"PPDS_H_ROH1","PPDS HALB Raw material"
"PPDS_H_ROH2","PPDS HALB Raw material"
"PPDS_H_ROH3","PPDS HALB Raw material"
"PPDS_H_ROH4","PPDS HALB Raw material"
"PPDS_ROH","PPDS Raw material"
"PPDS_ROH_2","PPDS Raw material"
"PPDS_ROH_3","PPDS Raw material"
"PPDS_ROH_4","PPDS Raw material"
"PPDS_ROH_5","PPDS Raw material"
"PPDS_ROH_6","PPDS Raw material"
"PPE_ADV_MAT","adventure material"
"PPE_BIKE_ECONOMY","BIKE ECONOMY"
"PPE_CAR ECONOMY","Economy Model Car"
"PPE_CAR ECONOMY3","Economy Model Car3"
"PPE_CAR LUXURY","Luxury Model Car"
"PPE_CAR LUXURY3","Luxury Model Car 3"
"PPE_CAR STANDARD","Standard Model Car"
"PPE_CHASSIS SPCL","Chassis Special"
"PPE_CHASSIS STD","Chassis Standard"
"PPE_CHASSISBLKCL","Black Colored Chassis_SPCL"
"PPE_CHASSISBLKD","Black Colored Chassis_STND"
"PPE_CHASSISBLUCL","Blue Colored Chassis_SPCL"
"PPE_CHASSISBLUD","Blue Colored Chassis_STND"
"PPE_CHASSISREDCL","Red Colored Chassis_SPCL"
"PPE_CHASSISREDD","Red Colored Chassis_STND"
"PPE_CHASSISWHTCL","White Colored Chassis_SPCL"
"PPE_CHASSISWHTD","White Colored Chassis_STND"
"PPE_ENG","Bike Engine"
"PPE_ENG_150","Bike Engine 150"
"PPE_ENG_200","Bike Engine 200"
"PPE_MAT 6_3 RED","Matress 6*3 Red"
"PPE_MAT 6_5 GREEN","Matress 6*5 Green"
"PPE_MATRESS","Matress"
"PPE_SPRT_MAT","sports material"
"PPE_WHEELS ALU","Wheels Aluminum"
"PPE_WHEELS ALU2","CAR_HS Aluminium Wheels"
"PPE_WHEELS STL","Wheels Steel"
"PRD-11500102-1_A.1","test"
"PRODUCT_FERT_KMAT","Finished Product"
"PRODUCT_VAR01_FERT","Material Variant 01 for PRODUCT_FERT_KMA"
"PRTC_150_RAW01","Raw Material 01 for PRTC_ENGINE_150cc"
"PRTC_150_RAW02","Raw Material 02 for PRTC_ENGINE_150cc"
"PRTC_BENCH_SEAT","Bench Seat Type for PRTC_FERT_KMAT"
"PRTC_BLUE_COLOR","Blue color for PRTC_FERT_KMAT"
"PRTC_BUCKET_SEAT","Bucket Seat Type for PRTC_FERT_KMAT"
"PRTC_DELUXE_MODEL","Deluxe Model for PRTC_FERT_KMAT"
"PRTC_ENGINE_150CC","150 cc Engine for PRTC_FERT_KMAT"
"PRTC_ENGINE_200CC","200 cc Engine for PRTC_FERT_KMAT"
"PRTC_FERT_KMAT","Finished Product"
"PRTC_GREEN_COLOR","Green color for PRTC_FERT_KMAT"
"PRTC_SILVER_COLOR","Silver color for PRTC_FERT_KMAT"
"PRTC_STNRD_MODEL","Standard Model for PRTC_FERT_KMAT"
"PT00000222","Test Material Adv Intercompany Sales"
"PT00000222-A","Test Material Adv Intercompany Sales"
"PT00000222-AA","Test Material Adv Intercompany Sales"
"PT00000222-B","Test Material Adv Intercompany Sales"
"PT00000222-C","Test Material Adv Intercompany Sales"
"PT00000222-D","Test Material Adv Intercompany Sales"
"PT00000222-E","Test Material Adv Intercompany Sales"
"PT00000222-F","Test Material Adv Intercompany Sales"
"PT00000222-G","Test Material Adv Intercompany Sales"
"PT00000222-H","Test Material Adv Intercompany Sales"
"PT00000222-J","eSPP Material check in TTL HANA server"
"PT00000222-J1","Janhavi's laptop"
"PT00000222-J2","JS Spare Parts"
"PT00000222-K","eSPP Material check in TTL HANA server_2"
"PT00000222-L","eSPP Material check in TTL HANA server_2"
"PT00000222-M","eSPP Material check"
"PT00000222-N","eSPP Material"
"PT00000222-N1","CEAT Tyre"
"PT00000222-V","DMS++"
"PT00000222-VKS","Sameera Laptop"
"PT00000222-Z","Jainik Smartphone"
"PT00000222-Z1","Jainik Laptop"
"PT00000222-Z2","Computer applications"
"PT00000222-Z8","Computer applications"
"PT00000223-Z","RKS1 1 PRO"
"PT00PLM001","PLM MAterial"
"PT00PLM56","PLM MAterial"
"PULSAR","PULSAR"
"PULSAR_150","PULSAR 150"
"PULSAR_150_BLK","PULSAR 150 BLACK COLOR"
"PULSAR_150_ENG","PULSAR 150 CC ENGINE"
"PULSAR_150_RED","PULSAR 150CC RED COLOR"
"PULSAR_150_SILVER","PULSAR 150CC SILVER COLOR"
"PULSAR_150_WHT","PULSAR 150 SILVER COLOR"
"PULSAR_220","PULSAR 220"
"PULSAR_220_BLACK","PULSAR 220CC BLACK COLOR"
"PULSAR_220_BLK","PULSAR 220 BLACK COLOR"
"PULSAR_220_ENG","PULSAR 220 CC ENGINE"
"PULSAR_220_RED","PULSAR 220 RED COLOR"
"PULSAR_220_WHT","PULSAR 220 SILVER COLOR"
"PULSAR_BATTERY","BATTERY FOR PULSAR"
"PUMP PCB ASSEMBLY","PUMP PCB ASSEMBLY"
"PUNE_723","TEST MATERIAL 723"
"PUNE_724","TEST MATERIAL 724"
"PUNE_725","TEST MATERIAL 725"
"PUNE_726","TEST MATERIAL 726"
"PUNE_727","TEST MATERIAL"
"PUNE_728","TEST MATERIAL 728"
"PV-00","semifin Mat."
"PV0","Finished MAT"
"P_01588380","MMO1 BDC1"
"P_01588385","Demo MM01 BDC11"
"P_01588386","Demo MM01 BDC16"
